"REF_DATE","GEO","DGUID","Demographic characteristics","Sex","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2021A000011124","First Nations","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529661091","1.13.3.3.2","95.6","A","","","1"
"2022","Canada","2021A000011124","First Nations","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661092","1.13.3.3.3","34700","B","","","0"
"2022","Canada","2021A000011124","First Nations","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661093","1.13.3.3.4","36300","B","","","0"
"2022","Canada","2021A000011124","First Nations","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661094","1.13.3.3.5","27800","B","","","0"
"2022","Canada","2021A000011124","First Nations","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661095","1.13.3.3.6","29300","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529661096","1.14.1.1.1","425","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529661097","1.14.1.1.2","83.9","A","","","1"
"2022","Canada","2021A000011124","Métis","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529661098","1.14.1.1.3","42800","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661099","1.14.1.1.4","51000","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529661100","1.14.1.1.5","29200","C","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661101","1.14.1.1.6","38700","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529661102","1.14.1.2.1","425","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529661103","1.14.1.2.2","97.0","A","","","1"
"2022","Canada","2021A000011124","Métis","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529661104","1.14.1.2.3","50700","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661105","1.14.1.2.4","52300","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529661106","1.14.1.2.5","39400","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661107","1.14.1.2.6","40800","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529661108","1.14.1.3.1","425","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529661109","1.14.1.3.2","97.0","A","","","1"
"2022","Canada","2021A000011124","Métis","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661110","1.14.1.3.3","42900","A","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661111","1.14.1.3.4","44200","A","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661112","1.14.1.3.5","36900","B","","","0"
"2022","Canada","2021A000011124","Métis","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661113","1.14.1.3.6","37900","A","","","0"
"2022","Canada","2021A000011124","Métis","Males","Market income","Number of persons","Number","223","thousands","3","v1529661114","1.14.2.1.1","204","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Market income","Percentage with income","Percent","239","units","0","v1529661115","1.14.2.1.2","84.1","A","","","1"
"2022","Canada","2021A000011124","Métis","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529661116","1.14.2.1.3","50100","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661117","1.14.2.1.4","59500","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529661118","1.14.2.1.5","36800","C","","","0"
"2022","Canada","2021A000011124","Métis","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661119","1.14.2.1.6","47000","C","","","0"
"2022","Canada","2021A000011124","Métis","Males","Total income","Number of persons","Number","223","thousands","3","v1529661120","1.14.2.2.1","204","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Total income","Percentage with income","Percent","239","units","0","v1529661121","1.14.2.2.2","96.6","A","","","1"
"2022","Canada","2021A000011124","Métis","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529661122","1.14.2.2.3","57100","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661123","1.14.2.2.4","59100","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529661124","1.14.2.2.5","44400","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661125","1.14.2.2.6","46200","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529661126","1.14.2.3.1","204","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529661127","1.14.2.3.2","96.6","A","","","1"
"2022","Canada","2021A000011124","Métis","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661128","1.14.2.3.3","47100","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661129","1.14.2.3.4","48700","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661130","1.14.2.3.5","40300","B","","","0"
"2022","Canada","2021A000011124","Métis","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661131","1.14.2.3.6","42100","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Market income","Number of persons","Number","223","thousands","3","v1529661132","1.14.3.1.1","221","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Market income","Percentage with income","Percent","239","units","0","v1529661133","1.14.3.1.2","83.7","A","","","1"
"2022","Canada","2021A000011124","Métis","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529661134","1.14.3.1.3","36000","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661135","1.14.3.1.4","43100","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529661136","1.14.3.1.5","23300","C","","","0"
"2022","Canada","2021A000011124","Métis","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661137","1.14.3.1.6","31600","C","","","0"
"2022","Canada","2021A000011124","Métis","Females","Total income","Number of persons","Number","223","thousands","3","v1529661138","1.14.3.2.1","221","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Total income","Percentage with income","Percent","239","units","0","v1529661139","1.14.3.2.2","97.4","A","","","1"
"2022","Canada","2021A000011124","Métis","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529661140","1.14.3.2.3","44900","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661141","1.14.3.2.4","46100","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529661142","1.14.3.2.5","36000","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661143","1.14.3.2.6","37100","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529661144","1.14.3.3.1","221","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529661145","1.14.3.3.2","97.5","A","","","1"
"2022","Canada","2021A000011124","Métis","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661146","1.14.3.3.3","39000","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661147","1.14.3.3.4","40000","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661148","1.14.3.3.5","34200","B","","","0"
"2022","Canada","2021A000011124","Métis","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661149","1.14.3.3.6","35000","B","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529661150","1.15.1.1.1","31118","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529661151","1.15.1.1.2","87.7","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529661152","1.15.1.1.3","50300","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661153","1.15.1.1.4","57400","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529661154","1.15.1.1.5","34200","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661155","1.15.1.1.6","41800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529661156","1.15.1.2.1","31118","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529661157","1.15.1.2.2","97.4","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529661158","1.15.1.2.3","58100","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661159","1.15.1.2.4","59700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529661160","1.15.1.2.5","43700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661161","1.15.1.2.6","45100","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529661162","1.15.1.3.1","31118","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529661163","1.15.1.3.2","97.4","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661164","1.15.1.3.3","47600","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661165","1.15.1.3.4","48900","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661166","1.15.1.3.5","39600","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661167","1.15.1.3.6","40700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Number of persons","Number","223","thousands","3","v1529661168","1.15.2.1.1","15402","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Percentage with income","Percent","239","units","0","v1529661169","1.15.2.1.2","89.4","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529661170","1.15.2.1.3","60600","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661171","1.15.2.1.4","67800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529661172","1.15.2.1.5","42800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661173","1.15.2.1.6","49800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Total income","Number of persons","Number","223","thousands","3","v1529661174","1.15.2.2.1","15402","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Total income","Percentage with income","Percent","239","units","0","v1529661175","1.15.2.2.2","97.3","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529661176","1.15.2.2.3","67200","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661177","1.15.2.2.4","69000","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529661178","1.15.2.2.5","50400","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661179","1.15.2.2.6","52000","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529661180","1.15.2.3.1","15402","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529661181","1.15.2.3.2","97.3","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661182","1.15.2.3.3","53700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661183","1.15.2.3.4","55200","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661184","1.15.2.3.5","44700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661185","1.15.2.3.6","45800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Market income","Number of persons","Number","223","thousands","3","v1529661186","1.15.3.1.1","15716","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Market income","Percentage with income","Percent","239","units","0","v1529661187","1.15.3.1.2","86.1","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529661188","1.15.3.1.3","40300","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661189","1.15.3.1.4","46800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529661190","1.15.3.1.5","27200","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661191","1.15.3.1.6","34700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Total income","Number of persons","Number","223","thousands","3","v1529661192","1.15.3.2.1","15716","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Total income","Percentage with income","Percent","239","units","0","v1529661193","1.15.3.2.2","97.4","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529661194","1.15.3.2.3","49200","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661195","1.15.3.2.4","50500","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529661196","1.15.3.2.5","38100","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661197","1.15.3.2.6","39400","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529661198","1.15.3.3.1","15716","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529661199","1.15.3.3.2","97.5","A","","","1"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661200","1.15.3.3.3","41700","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661201","1.15.3.3.4","42800","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661202","1.15.3.3.5","35300","A","","","0"
"2022","Canada","2021A000011124","Non-Indigenous population","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661203","1.15.3.3.6","36200","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529661204","1.16.1.1.1","22190","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529661205","1.16.1.1.2","88.7","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529661206","1.16.1.1.3","52900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661207","1.16.1.1.4","59600","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529661208","1.16.1.1.5","36000","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661209","1.16.1.1.6","43200","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529661210","1.16.1.2.1","22190","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529661211","1.16.1.2.2","98.1","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529661212","1.16.1.2.3","61500","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661213","1.16.1.2.4","62700","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529661214","1.16.1.2.5","46500","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661215","1.16.1.2.6","47500","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529661216","1.16.1.3.1","22190","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529661217","1.16.1.3.2","98.1","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661218","1.16.1.3.3","49900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661219","1.16.1.3.4","50900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661220","1.16.1.3.5","41600","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661221","1.16.1.3.6","42400","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Market income","Number of persons","Number","223","thousands","3","v1529661222","1.16.2.1.1","10994","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Market income","Percentage with income","Percent","239","units","0","v1529661223","1.16.2.1.2","90.1","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529661224","1.16.2.1.3","64100","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661225","1.16.2.1.4","71100","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529661226","1.16.2.1.5","45200","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661227","1.16.2.1.6","51700","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Total income","Number of persons","Number","223","thousands","3","v1529661228","1.16.2.2.1","10994","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Total income","Percentage with income","Percent","239","units","0","v1529661229","1.16.2.2.2","98.0","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529661230","1.16.2.2.3","71600","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661231","1.16.2.2.4","73100","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529661232","1.16.2.2.5","53900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661233","1.16.2.2.6","54900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529661234","1.16.2.3.1","10994","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529661235","1.16.2.3.2","98.0","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661236","1.16.2.3.3","56700","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661237","1.16.2.3.4","57900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661238","1.16.2.3.5","47200","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661239","1.16.2.3.6","48000","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Market income","Number of persons","Number","223","thousands","3","v1529661240","1.16.3.1.1","11195","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Market income","Percentage with income","Percent","239","units","0","v1529661241","1.16.3.1.2","87.4","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529661242","1.16.3.1.3","41900","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661243","1.16.3.1.4","48000","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529661244","1.16.3.1.5","28400","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661245","1.16.3.1.6","35400","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Total income","Number of persons","Number","223","thousands","3","v1529661246","1.16.3.2.1","11195","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Total income","Percentage with income","Percent","239","units","0","v1529661247","1.16.3.2.2","98.1","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529661248","1.16.3.2.3","51500","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661249","1.16.3.2.4","52500","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529661250","1.16.3.2.5","40100","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661251","1.16.3.2.6","41000","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529661252","1.16.3.3.1","11195","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529661253","1.16.3.3.2","98.2","A","","","1"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661254","1.16.3.3.3","43300","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661255","1.16.3.3.4","44100","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661256","1.16.3.3.5","36600","A","","","0"
"2022","Canada","2021A000011124","Not a visible minority nor Indigenous","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661257","1.16.3.3.6","37400","A","","","0"
"2022","Canada","2021A000011124","Immigrants","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529661258","1.17.1.1.1","8790","A","","","0"
"2022","Canada","2021A000011124","Immigrants","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529661259","1.17.1.1.2","86.6","A","","","1"
"2022","Canada","2021A000011124","Immigrants","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529661260","1.17.1.1.3","48300","A","","","0"
"2022","Canada","2021A000011124","Immigrants","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661261","1.17.1.1.4","55800","A","","","0"
"2022","Canada","2021A000011124","Immigrants","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529661262","1.17.1.1.5","33300","A","","","0"
