"REF_DATE","GEO","DGUID","Demographic characteristics","Sex","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2021A000011124","First Nations","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661083","1.13.3.1.6","25300","D","","","0"
"2017","Canada","2021A000011124","First Nations","Females","Total income","Number of persons","Number","223","thousands","3","v1529661084","1.13.3.2.1","226","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","Total income","Percentage with income","Percent","239","units","0","v1529661085","1.13.3.2.2","94.7","A","","","1"
"2017","Canada","2021A000011124","First Nations","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529661086","1.13.3.2.3","35300","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661087","1.13.3.2.4","37300","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529661088","1.13.3.2.5","25500","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661089","1.13.3.2.6","26500","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529661090","1.13.3.3.1","226","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529661091","1.13.3.3.2","95.0","A","","","1"
"2017","Canada","2021A000011124","First Nations","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661092","1.13.3.3.3","31400","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661093","1.13.3.3.4","33100","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661094","1.13.3.3.5","25300","C","","","0"
"2017","Canada","2021A000011124","First Nations","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661095","1.13.3.3.6","25900","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529661096","1.14.1.1.1","390","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529661097","1.14.1.1.2","83.0","A","","","1"
"2017","Canada","2021A000011124","Métis","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529661098","1.14.1.1.3","39400","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661099","1.14.1.1.4","47500","B","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529661100","1.14.1.1.5","25600","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661101","1.14.1.1.6","34700","D","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529661102","1.14.1.2.1","390","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529661103","1.14.1.2.2","97.5","A","","","1"
"2017","Canada","2021A000011124","Métis","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529661104","1.14.1.2.3","47400","B","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661105","1.14.1.2.4","48600","B","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529661106","1.14.1.2.5","36400","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661107","1.14.1.2.6","37900","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529661108","1.14.1.3.1","390","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529661109","1.14.1.3.2","97.5","A","","","1"
"2017","Canada","2021A000011124","Métis","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661110","1.14.1.3.3","40800","B","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661111","1.14.1.3.4","41900","B","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661112","1.14.1.3.5","34100","C","","","0"
"2017","Canada","2021A000011124","Métis","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661113","1.14.1.3.6","35500","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Market income","Number of persons","Number","223","thousands","3","v1529661114","1.14.2.1.1","175","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Market income","Percentage with income","Percent","239","units","0","v1529661115","1.14.2.1.2","83.9","B","","","1"
"2017","Canada","2021A000011124","Métis","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529661116","1.14.2.1.3","50700","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661117","1.14.2.1.4","60400","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529661118","1.14.2.1.5","39300","D","","","0"
"2017","Canada","2021A000011124","Métis","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661119","1.14.2.1.6","48900","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Total income","Number of persons","Number","223","thousands","3","v1529661120","1.14.2.2.1","175","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Total income","Percentage with income","Percent","239","units","0","v1529661121","1.14.2.2.2","96.1","A","","","1"
"2017","Canada","2021A000011124","Métis","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529661122","1.14.2.2.3","58000","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661123","1.14.2.2.4","60300","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529661124","1.14.2.2.5","48100","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661125","1.14.2.2.6","49300","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529661126","1.14.2.3.1","175","C","","","0"
"2017","Canada","2021A000011124","Métis","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529661127","1.14.2.3.2","96.1","A","","","1"
"2017","Canada","2021A000011124","Métis","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661128","1.14.2.3.3","48600","B","","","0"
"2017","Canada","2021A000011124","Métis","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661129","1.14.2.3.4","50600","B","","","0"
"2017","Canada","2021A000011124","Métis","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661130","1.14.2.3.5","43800","B","","","0"
"2017","Canada","2021A000011124","Métis","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661131","1.14.2.3.6","44300","B","","","0"
"2017","Canada","2021A000011124","Métis","Females","Market income","Number of persons","Number","223","thousands","3","v1529661132","1.14.3.1.1","214","C","","","0"
"2017","Canada","2021A000011124","Métis","Females","Market income","Percentage with income","Percent","239","units","0","v1529661133","1.14.3.1.2","82.3","B","","","1"
"2017","Canada","2021A000011124","Métis","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529661134","1.14.3.1.3","30200","C","","","0"
"2017","Canada","2021A000011124","Métis","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661135","1.14.3.1.4","36700","C","","","0"
"2017","Canada","2021A000011124","Métis","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529661136","1.14.3.1.5","18000","D","","","0"
"2017","Canada","2021A000011124","Métis","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661137","1.14.3.1.6","25700","D","","","0"
"2017","Canada","2021A000011124","Métis","Females","Total income","Number of persons","Number","223","thousands","3","v1529661138","1.14.3.2.1","214","C","","","0"
"2017","Canada","2021A000011124","Métis","Females","Total income","Percentage with income","Percent","239","units","0","v1529661139","1.14.3.2.2","98.6","A","","","1"
"2017","Canada","2021A000011124","Métis","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529661140","1.14.3.2.3","38700","C","","","0"
"2017","Canada","2021A000011124","Métis","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661141","1.14.3.2.4","39300","C","","","0"
